,SMILES,CID,MW,LogP,MR,TPSA,NumAromaticRings,FractionCSP3,NumValenceElectron,MaxCharge,MinCharge,BertzCT,BalabanJ,LabuteASA
100,COC1=CC(=O)C(=O)C=C1OC,88786,168.14799999999997,0.19879999999999987,40.198000000000015,52.60000000000001,0,0.25,64,0.22918399029695236,-0.4927160956349914,255.432985745165,2.9998975102694003,69.45894326980935
101,C1=C(C(=O)C=C(C1=O)NCCCl)NCCCl,90030,263.12399999999997,0.5627999999999997,63.62540000000002,58.2,0,0.4,88,0.2034884667444832,-0.38057928799355106,316.7281922561495,2.639111382854888,103.66799386056823
102,C1CN1C1=C(C(=O)C(=C(C1=O)Cl)N1CC1)Cl,95714,259.092,0.6701999999999999,58.91800000000001,40.16,0,0.4,84,0.2238249451042125,-0.3634530353322576,429.21070149120857,2.060871431916601,102.07627452670043
103,C1CCN(CC1)c1cccc2c1C(=O)c1ccccc1C2=O,95936,291.35,3.452300000000002,85.81300000000005,37.38,2,0.2631578947368421,110,0.196103687962849,-0.3709196377050407,772.7546929732457,1.892760804858081,129.1143076895697
104,CSC1=CC(=O)c2ccccc2C1=O,96324,204.24999999999997,2.3125,56.70100000000002,34.14,1,0.09090909090909091,70,0.1997093196045179,-0.28921799313855934,446.3556829761196,2.607225421618922,86.0068337312193
105,CC(C)(C)C1=CC(=O)c2ccccc2C1=O,96470,214.26399999999998,3.038100000000002,62.641000000000034,34.14,1,0.2857142857142857,82,0.1899245983726234,-0.28925079807656945,501.7117810138597,2.6055987701245966,94.97855004904389
106,c1ccc(cc1)C1=CC(=O)C=CC1=O,9688,184.19399999999996,1.778,53.573000000000015,34.14,1,0.0,68,0.18621251277467546,-0.2899364885917641,438.6493505372241,2.4463425669148102,81.55906278806641
107,C(#N)C1=C(C(=O)C(=C(C1=O)Br)Br)C#N,96899,315.908,1.48336,53.145999999999994,81.72,0,0.0,68,0.212767017851888,-0.2871044786072035,444.4511188573978,3.5079461492575583,95.75210738501573
108,CC1=CC(=O)C(=CC1=O)NC(=O)C,97510,179.17499999999998,0.10449999999999987,45.67070000000001,63.24,0,0.2222222222222222,68,0.22085367048541732,-0.32292899138096004,349.8713150068376,2.893761572964669,75.30817920884401
109,c1ccc2c(c1)C(=O)C(=C(C2=O)C#N)C#N,98547,208.17599999999996,1.40936,53.355000000000004,81.72,1,0.0,74,0.20528486650773434,-0.2877222679348036,572.1542251397905,2.794714847218518,91.03382518318809
110,C1CN1C1=C(C(=O)C(=C(C1=O)F)N1CC1)F,99301,226.18199999999993,0.13160000000000005,49.428000000000004,40.16,0,0.4,84,0.24234099625100602,-0.36223093336671613,429.21070149120857,2.060871431916601,89.80081287878956
